device_key,DeviceType,DeviceInfo
mobile|GT-I9195I,mobile,GT-I9195I
mobile|ASUS_X015D Build/NRD90M,mobile,ASUS_X015D Build/NRD90M
mobile|IdeaTabA1000-F,mobile,IdeaTabA1000-F
mobile|LM-X210(G,mobile,LM-X210(G
mobile|ALTER,mobile,ALTER
mobile|SM-G390F,mobile,SM-G390F
mobile|E5823,mobile,E5823
mobile|A37f,mobile,A37f
mobile|F5321 Build/34.3.A.0.238,mobile,F5321 Build/34.3.A.0.238
mobile|TAB7,mobile,TAB7
mobile|LGLS675 Build/LMY47V,mobile,LGLS675 Build/LMY47V
mobile|Ilium L950 Build/KTU84P,mobile,Ilium L950 Build/KTU84P
desktop|rv:59.0,desktop,rv:59.0
mobile|E6633,mobile,E6633
mobile|LG-H831 Build/NRD90U,mobile,LG-H831 Build/NRD90U
mobile|SM-T555,mobile,SM-T555
mobile|TRT-LX3,mobile,TRT-LX3
mobile|HIGHWAY,mobile,HIGHWAY
mobile|verykools5034,mobile,verykools5034
mobile|RCT6203W46 Build/KOT49H,mobile,RCT6203W46 Build/KOT49H
mobile|SAMSUNG SM-J320FN Build/LMY47V,mobile,SAMSUNG SM-J320FN Build/LMY47V
mobile|Moto Z2 Play Build/NPSS26.118-19-4,mobile,Moto Z2 Play Build/NPSS26.118-19-4
mobile|GT-N8000,mobile,GT-N8000
mobile|SAMSUNG SM-N900W8 Build/LRX21V,mobile,SAMSUNG SM-N900W8 Build/LRX21V
mobile|Mobiistar_LAI_Yuna_X,mobile,Mobiistar_LAI_Yuna_X
mobile|iris80,mobile,iris80
mobile|GT-I9505 Build/LRX22C,mobile,GT-I9505 Build/LRX22C
mobile|VTR-L09 Build/HUAWEIVTR-L09,mobile,VTR-L09 Build/HUAWEIVTR-L09
mobile|BND-L21 Build/HONORBND-L21,mobile,BND-L21 Build/HONORBND-L21
mobile|Nexus 5X Build/OPM3.171019.013,mobile,Nexus 5X Build/OPM3.171019.013
mobile|SAMSUNG SM-A320FL Build/NRD90M,mobile,SAMSUNG SM-A320FL Build/NRD90M
mobile|LG-D802,mobile,LG-D802
mobile|HTC U11 Build/OPR6.170623.013,mobile,HTC U11 Build/OPR6.170623.013
mobile|LG-D722,mobile,LG-D722
mobile|SLA-L22,mobile,SLA-L22
mobile|Moto G (5) Build/NPP25.137-93,mobile,Moto G (5) Build/NPP25.137-93
mobile|Pixel 2 Build/OPM2.171019.016,mobile,Pixel 2 Build/OPM2.171019.016
mobile|XT1021 Build/LPCS23.13-34.8-3,mobile,XT1021 Build/LPCS23.13-34.8-3
mobile|LGLK430,mobile,LGLK430
mobile|T1,mobile,T1
mobile|TR10CS1 Build/JDQ39,mobile,TR10CS1 Build/JDQ39
mobile|Redmi 3S Build/MMB29M,mobile,Redmi 3S Build/MMB29M
mobile|E2303,mobile,E2303
mobile|SM-G531F,mobile,SM-G531F
mobile|E8QP,mobile,E8QP
mobile|SAMSUNG-SM-N920A,mobile,SAMSUNG-SM-N920A
mobile|SM-A310M Build/NRD90M,mobile,SM-A310M Build/NRD90M
mobile|LGL41C,mobile,LGL41C
mobile|Grand,mobile,Grand
mobile|SM-G903M,mobile,SM-G903M
mobile|9022X,mobile,9022X
mobile|ALP-L09 Build/HUAWEIALP-L09,mobile,ALP-L09 Build/HUAWEIALP-L09
mobile|SM-G850M Build/LRX22G,mobile,SM-G850M Build/LRX22G
mobile|LG-F400K,mobile,LG-F400K
mobile|RCT6223W87,mobile,RCT6223W87
mobile|E2104 Build/24.0.A.5.14,mobile,E2104 Build/24.0.A.5.14
mobile|9002A,mobile,9002A
mobile|COVET Build/NRD90M,mobile,COVET Build/NRD90M
mobile|XT1080,mobile,XT1080
mobile|SM-J120FN Build/LMY47X,mobile,SM-J120FN Build/LMY47X
mobile|RNE-L03 Build/HUAWEIRNE-L03,mobile,RNE-L03 Build/HUAWEIRNE-L03
mobile|ME301T,mobile,ME301T
mobile|SM-G900F Build/KOT49H,mobile,SM-G900F Build/KOT49H
mobile|TA-1027,mobile,TA-1027
mobile|SGH-M919 Build/KTU84P,mobile,SGH-M919 Build/KTU84P
mobile|P5006A Build/NRD90M,mobile,P5006A Build/NRD90M
mobile|G8141,mobile,G8141
mobile|SM-G530W,mobile,SM-G530W
mobile|AX921 Build/MRA58K,mobile,AX921 Build/MRA58K
mobile|SM-N910F Build/MMB29M,mobile,SM-N910F Build/MMB29M
mobile|ZTE Blade A511 Build/MRA58K,mobile,ZTE Blade A511 Build/MRA58K
mobile|Ilium L1000 Build/LRX22G,mobile,Ilium L1000 Build/LRX22G
mobile|KYY22,mobile,KYY22
mobile|ASUS_Z017D,mobile,ASUS_Z017D
mobile|LG-H870DS Build/NRD90U,mobile,LG-H870DS Build/NRD90U
mobile|LGLS755,mobile,LGLS755
mobile|Stellar,mobile,Stellar
mobile|GT-I9515,mobile,GT-I9515
mobile|FRD-L09 Build/HUAWEIFRD-L09,mobile,FRD-L09 Build/HUAWEIFRD-L09
mobile|AX1070,mobile,AX1070
mobile|SAMSUNG SM-T550 Build/NMF26X,mobile,SAMSUNG SM-T550 Build/NMF26X
mobile|SENS,mobile,SENS
mobile|VT0701A08,mobile,VT0701A08
mobile|DUK-AL20,mobile,DUK-AL20
mobile|Lenovo PB2-670Y Build/MRA58K,mobile,Lenovo PB2-670Y Build/MRA58K
mobile|SM-J510F,mobile,SM-J510F
mobile|SM-J330FN Build/NRD90M,mobile,SM-J330FN Build/NRD90M
mobile|HTC Desire 526G Build/KOT49H,mobile,HTC Desire 526G Build/KOT49H
mobile|SM-J330F,mobile,SM-J330F
mobile|4003A,mobile,4003A
desktop|rv:60.0,desktop,rv:60.0
mobile|HTC_One_M8s/2.12.111.1,mobile,HTC_One_M8s/2.12.111.1
mobile|Z832 Build/MMB29M,mobile,Z832 Build/MMB29M
mobile|SAMSUNG SM-A510M Build/MMB29K,mobile,SAMSUNG SM-A510M Build/MMB29K
mobile|CPH1701,mobile,CPH1701
mobile|A952,mobile,A952
mobile|E5306 Build/27.3.A.0.165,mobile,E5306 Build/27.3.A.0.165
mobile|Z9 PLUS Build/NRD90M,mobile,Z9 PLUS Build/NRD90M
mobile|Dash,mobile,Dash
mobile|LG-D320,mobile,LG-D320
mobile|NX521J,mobile,NX521J
mobile|916,mobile,916
mobile|4034G,mobile,4034G
mobile|Gravity Build/NRD90M,mobile,Gravity Build/NRD90M
mobile|PLUS,mobile,PLUS
mobile|Pixel Build/OPM1.171019.016,mobile,Pixel Build/OPM1.171019.016
mobile|SM-N910T3,mobile,SM-N910T3
mobile|9203A Build/MRA58K,mobile,9203A Build/MRA58K
mobile|MHA-L29 Build/HUAWEIMHA-L29,mobile,MHA-L29 Build/HUAWEIMHA-L29
mobile|SGH-I337M,mobile,SGH-I337M
mobile|PE-TL10,mobile,PE-TL10
mobile|Z2,mobile,Z2
mobile|SGH-M919V,mobile,SGH-M919V
mobile|Tmovi Build/Vision,mobile,Tmovi Build/Vision
mobile|XT1068,mobile,XT1068
mobile|Advance,mobile,Advance
mobile|SM-G360F,mobile,SM-G360F
mobile|PLK-L01 Build/HONORPLK-L01,mobile,PLK-L01 Build/HONORPLK-L01
mobile|ZA409,mobile,ZA409
mobile|Energy X 2 Build/E050L,mobile,Energy X 2 Build/E050L
mobile|LG-H850 Build/MMB29M,mobile,LG-H850 Build/MMB29M
mobile|GT-I8200N,mobile,GT-I8200N
mobile|Hisense F102 Build/NRD90M,mobile,Hisense F102 Build/NRD90M
mobile|5017A,mobile,5017A
mobile|moto x4 Build/OPW27.57-40,mobile,moto x4 Build/OPW27.57-40
mobile|B1-810,mobile,B1-810
mobile|Moto G Play Build/NPIS26.48-36-2,mobile,Moto G Play Build/NPIS26.48-36-2
mobile|STV100-4 Build/LMY47V,mobile,STV100-4 Build/LMY47V
mobile|TA-1004,mobile,TA-1004
mobile|SM-G313ML,mobile,SM-G313ML
mobile|SM-G530M,mobile,SM-G530M
mobile|LG-E980h,mobile,LG-E980h
mobile|BAH-L09 Build/HUAWEIBAH-L09,mobile,BAH-L09 Build/HUAWEIBAH-L09
mobile|DLI-L22 Build/HONORDLI-L22,mobile,DLI-L22 Build/HONORDLI-L22
mobile|SM-G388F,mobile,SM-G388F
mobile|HTCD160LVWPP,mobile,HTCD160LVWPP
desktop|Moto G (4) Build/NPJS25.93-14-13,desktop,Moto G (4) Build/NPJS25.93-14-13
desktop|LG-D320 Build/KOT49I.V10a,desktop,LG-D320 Build/KOT49I.V10a
desktop|Moto G (5) Build/NPP25.137-72,desktop,Moto G (5) Build/NPP25.137-72
desktop|Moto E (4) Build/NMA26.42-19,desktop,Moto E (4) Build/NMA26.42-19
desktop|Moto G (4) Build/NPJ25.93-14.7,desktop,Moto G (4) Build/NPJ25.93-14.7
desktop|HTC One mini Build/KOT49H,desktop,HTC One mini Build/KOT49H
mobile|SM-N9500,mobile,SM-N9500
desktop|Moto G (5) Build/NPP25.137-93,desktop,Moto G (5) Build/NPP25.137-93
mobile|SAMSUNG-SGH-I537,mobile,SAMSUNG-SGH-I537
mobile|5042A,mobile,5042A
desktop|Moto E (4) Plus Build/NMA26.42-69,desktop,Moto E (4) Plus Build/NMA26.42-69
mobile|SM-G903W,mobile,SM-G903W
desktop|SAMSUNG,desktop,SAMSUNG
desktop|Moto G (5) Plus Build/NPN25.137-82,desktop,Moto G (5) Plus Build/NPN25.137-82
desktop|KFDOWI Build/LVY48F,desktop,KFDOWI Build/LVY48F
mobile|BLN-L21 Build/HONORBLN-L21,mobile,BLN-L21 Build/HONORBLN-L21
desktop|Moto G (4) Build/NPJS25.93-14-10,desktop,Moto G (4) Build/NPJS25.93-14-10
mobile|SM-G730V,mobile,SM-G730V
mobile|ALUMINI,mobile,ALUMINI
desktop|Moto G (5) Build/NPPS25.137-15-11,desktop,Moto G (5) Build/NPPS25.137-15-11
mobile|9008A Build/NRD90M,mobile,9008A Build/NRD90M
mobile|IdeaTabA2109A,mobile,IdeaTabA2109A
desktop|SAMSUNG SM-G531H Build/LMY48B,desktop,SAMSUNG SM-G531H Build/LMY48B
mobile|G3223 Build/42.0.A.4.167,mobile,G3223 Build/42.0.A.4.167
desktop|Moto G (5) Build/NPP25.137-82,desktop,Moto G (5) Build/NPP25.137-82
mobile|LG-M710 Build/NRD90U,mobile,LG-M710 Build/NRD90U
mobile|XT1254,mobile,XT1254
desktop|SAMSUNG SM-J320M Build/LMY47V,desktop,SAMSUNG SM-J320M Build/LMY47V
mobile|SM-J510FN Build/NMF26X,mobile,SM-J510FN Build/NMF26X
mobile|LG-H520,mobile,LG-H520
mobile|HTC One mini Build/KOT49H,mobile,HTC One mini Build/KOT49H
mobile|Aquaris_A4.5,mobile,Aquaris_A4.5
mobile|SM-J500G,mobile,SM-J500G
mobile|Hisense T963 Build/MRA58K,mobile,Hisense T963 Build/MRA58K
mobile|SM-J200H,mobile,SM-J200H
desktop|Moto G (4) Build/NPJ25.93-14.5,desktop,Moto G (4) Build/NPJ25.93-14.5
mobile|8080 Build/LRX21M,mobile,8080 Build/LRX21M
mobile|SM-G530FZ,mobile,SM-G530FZ
desktop|Moto G (5) Plus Build/NPN25.137-72,desktop,Moto G (5) Plus Build/NPN25.137-72
mobile|Mi,mobile,Mi
mobile|LOGIC,mobile,LOGIC
mobile|XT1650 Build/NPLS26.118-20-5-3,mobile,XT1650 Build/NPLS26.118-20-5-3
mobile|Pixel 2 Build/OPM1.171019.019,mobile,Pixel 2 Build/OPM1.171019.019
mobile|ASUS_X00DDA,mobile,ASUS_X00DDA
mobile|HUAWEI Y360-U23 Build/HUAWEIY360-U23,mobile,HUAWEI Y360-U23 Build/HUAWEIY360-U23
desktop|Moto,desktop,Moto
mobile|E6653 Build/32.4.A.1.54,mobile,E6653 Build/32.4.A.1.54
mobile|NXA8QC116,mobile,NXA8QC116
mobile|AERIAL,mobile,AERIAL
desktop|xs-Z47b7VqTMxs,desktop,xs-Z47b7VqTMxs
desktop|S70V,desktop,S70V
desktop|KFASWI Build/LVY48F,desktop,KFASWI Build/LVY48F
desktop|Linux,desktop,Linux
mobile|8062 Build/MRA58K,mobile,8062 Build/MRA58K
mobile|LG-D400,mobile,LG-D400
desktop|Moto E (4) Build/NMA26.42-11-3,desktop,Moto E (4) Build/NMA26.42-11-3
mobile|SAMSUNG-SM-G930AZ,mobile,SAMSUNG-SM-G930AZ
mobile|XT1572 Build/NPHS25.200-15-8,mobile,XT1572 Build/NPHS25.200-15-8
desktop|SM-T330NU Build/LMY47X,desktop,SM-T330NU Build/LMY47X
mobile|D6603,mobile,D6603
desktop|Moto G (5S,desktop,Moto G (5S
mobile|ZTE BLADE V8 MINI Build/NRD90M,mobile,ZTE BLADE V8 MINI Build/NRD90M
mobile|TA-1044,mobile,TA-1044
desktop|Moto G (5) Plus Build/NPNS25.137-92-4,desktop,Moto G (5) Plus Build/NPNS25.137-92-4
mobile|VTR-AL00 Build/HUAWEIVTR-AL00,mobile,VTR-AL00 Build/HUAWEIVTR-AL00
mobile|MYA-L03 Build/HUAWEIMYA-L03,mobile,MYA-L03 Build/HUAWEIMYA-L03
mobile|Hisense F32 Build/NMF26F,mobile,Hisense F32 Build/NMF26F
mobile|SM-T217S Build/KOT49H,mobile,SM-T217S Build/KOT49H
desktop|Moto E (4) Plus Build/NMA26.42-11-3,desktop,Moto E (4) Plus Build/NMA26.42-11-3
mobile|B3-A40,mobile,B3-A40
desktop|XT1021 Build/LPCS23.13-34.8-3,desktop,XT1021 Build/LPCS23.13-34.8-3
desktop|ZUUM_ZEN_I Build/LRX21M,desktop,ZUUM_ZEN_I Build/LRX21M
mobile|B3-A20,mobile,B3-A20
desktop|CHC-U03 Build/HuaweiCHC-U03,desktop,CHC-U03 Build/HuaweiCHC-U03
mobile|en-gb,mobile,en-gb
desktop|SAMSUNG-SM-G530AZ Build/LMY48B,desktop,SAMSUNG-SM-G530AZ Build/LMY48B
mobile|GT-S5310L,mobile,GT-S5310L
mobile|VS5012 Build/NRD90M,mobile,VS5012 Build/NRD90M
mobile|C1904,mobile,C1904
mobile|SM-T585,mobile,SM-T585
mobile|SM-T580,mobile,SM-T580
mobile|F3111 Build/33.3.A.1.97,mobile,F3111 Build/33.3.A.1.97
desktop|Android 4.4.2,desktop,Android 4.4.2
mobile|LGLS992,mobile,LGLS992
mobile|BV7000,mobile,BV7000
desktop|KFTHWI Build/KTU84M,desktop,KFTHWI Build/KTU84M
mobile|K10,mobile,K10
mobile|LG-P708g,mobile,LG-P708g
mobile|SM-G925I,mobile,SM-G925I
desktop|MotoE2(4G-LTE,desktop,MotoE2(4G-LTE
mobile|SM-G386W,mobile,SM-G386W
mobile|SM-A300M,mobile,SM-A300M
mobile|HUAWEI M2-801W Build/HUAWEIM2-801W,mobile,HUAWEI M2-801W Build/HUAWEIM2-801W
desktop|SAMSUNG SM-G920F Build/LRX22G,desktop,SAMSUNG SM-G920F Build/LRX22G
desktop|LG-D693n Build/LRX22G,desktop,LG-D693n Build/LRX22G
mobile|Lenovo YT3-850F Build/MMB29M,mobile,Lenovo YT3-850F Build/MMB29M
mobile|PLE-701L,mobile,PLE-701L
mobile|LIMIT,mobile,LIMIT
mobile|SM-T285M,mobile,SM-T285M
mobile|iris702,mobile,iris702
desktop|Moto G (5) Plus Build/NPN25.137-92,desktop,Moto G (5) Plus Build/NPN25.137-92
mobile|SM-J530G,mobile,SM-J530G
mobile|LG-H812,mobile,LG-H812
mobile|LGL164VL Build/NRD90U,mobile,LGL164VL Build/NRD90U
desktop|SM-G530H Build/KTU84P,desktop,SM-G530H Build/KTU84P
mobile|HUAWEI CAN-L11 Build/HUAWEICAN-L11,mobile,HUAWEI CAN-L11 Build/HUAWEICAN-L11
mobile|NX16A8116KP,mobile,NX16A8116KP
desktop|Moto G (4) Build/NPJS25.93-14-8,desktop,Moto G (4) Build/NPJS25.93-14-8
desktop|Moto E (4) Build/NMA26.42-69,desktop,Moto E (4) Build/NMA26.42-69
mobile|SM-E500M,mobile,SM-E500M
mobile|A574BL Build/NMF26F,mobile,A574BL Build/NMF26F
mobile|SAMSUNG SM-A730F Build/NMF26X,mobile,SAMSUNG SM-A730F Build/NMF26X
mobile|SM-T827R4,mobile,SM-T827R4
mobile|Lenovo YT3-850M Build/MMB29M,mobile,Lenovo YT3-850M Build/MMB29M
mobile|F3313 Build/37.0.A.2.248,mobile,F3313 Build/37.0.A.2.248
mobile|rv:60.0,mobile,rv:60.0
desktop|SAMSUNG SM-N900W8 Build/LRX21V,desktop,SAMSUNG SM-N900W8 Build/LRX21V
mobile|TA-1044 Build/OPR1.170623.026,mobile,TA-1044 Build/OPR1.170623.026
mobile|SM-G950F Build/R16NW,mobile,SM-G950F Build/R16NW
mobile|F5321 Build/34.2.A.2.47,mobile,F5321 Build/34.2.A.2.47
mobile|SM-G7105,mobile,SM-G7105
mobile|GT-S7275B,mobile,GT-S7275B
mobile|Minion_Tab,mobile,Minion_Tab
mobile|X900+,mobile,X900+
desktop|Moto Z (2,desktop,Moto Z (2
mobile|SAMSUNG-SM-J327AZ,mobile,SAMSUNG-SM-J327AZ
mobile|LGMS428,mobile,LGMS428
mobile|SAMSUNG SM-T813 Build/NRD90M,mobile,SAMSUNG SM-T813 Build/NRD90M
mobile|Ilium LT520 Build/NRD90M,mobile,Ilium LT520 Build/NRD90M
mobile|SAMSUNG-SM-N900A Build/LRX21V,mobile,SAMSUNG-SM-N900A Build/LRX21V
desktop|SAMSUNG SM-T530NU Build/LRX22G,desktop,SAMSUNG SM-T530NU Build/LRX22G
mobile|SM-A530F Build/NMF26X,mobile,SM-A530F Build/NMF26X
mobile|SM-P607T,mobile,SM-P607T
mobile|Redmi 5 Plus Build/N2G47H,mobile,Redmi 5 Plus Build/N2G47H
mobile|SM-T355Y Build/NMF26X,mobile,SM-T355Y Build/NMF26X
mobile|SM-J700P,mobile,SM-J700P
mobile|Ilium X220 Build/MRA58K,mobile,Ilium X220 Build/MRA58K
mobile|LGL163BL,mobile,LGL163BL
mobile|TA-1052,mobile,TA-1052
mobile|Pixel XL Build/OPM1.171019.016,mobile,Pixel XL Build/OPM1.171019.016
mobile|O1,mobile,O1
mobile|Origins,mobile,Origins
mobile|ASUS_Z017DA,mobile,ASUS_Z017DA
desktop|Moto G (5) Build/NPPS25.137-93-4,desktop,Moto G (5) Build/NPPS25.137-93-4
desktop|Moto G (5) Build/NPP25.137-38,desktop,Moto G (5) Build/NPP25.137-38
mobile|LG-M257,mobile,LG-M257
desktop|Moto E (4) Build/NDQS26.69-23-2-3,desktop,Moto E (4) Build/NDQS26.69-23-2-3
desktop|XT1040,desktop,XT1040
mobile|Aquaris X5 Plus Build/NMF26F,mobile,Aquaris X5 Plus Build/NMF26F
mobile|XT1072,mobile,XT1072
mobile|verykool,mobile,verykool
mobile|X3402,mobile,X3402
mobile|LGMS345,mobile,LGMS345
mobile|rv:53.0,mobile,rv:53.0
mobile|LG-V500,mobile,LG-V500
mobile|A1-850,mobile,A1-850
desktop|Moto G (5) Plus Build/NPNS25.137-15-11,desktop,Moto G (5) Plus Build/NPNS25.137-15-11
mobile|A97,mobile,A97
desktop|SM-G531H Build/LMY48B,desktop,SM-G531H Build/LMY48B
mobile|SM-N920P,mobile,SM-N920P
mobile|FIG-LX3 Build/HUAWEIFIG-LX3,mobile,FIG-LX3 Build/HUAWEIFIG-LX3
desktop|SM-A300H Build/LRX22G,desktop,SM-A300H Build/LRX22G
mobile|5045I,mobile,5045I
desktop|SM-J700M Build/LMY48B,desktop,SM-J700M Build/LMY48B
desktop|ALE-L23 Build/HuaweiALE-L23,desktop,ALE-L23 Build/HuaweiALE-L23
mobile|STF-L09 Build/HUAWEISTF-L09,mobile,STF-L09 Build/HUAWEISTF-L09
mobile|Alcatel_4060O Build/MMB29M,mobile,Alcatel_4060O Build/MMB29M
mobile|LGUS992,mobile,LGUS992
desktop|SM-G900M Build/LRX21T,desktop,SM-G900M Build/LRX21T
desktop|SM-T560 Build/KTU84P,desktop,SM-T560 Build/KTU84P
mobile|XT1609,mobile,XT1609
mobile|SM-T537V,mobile,SM-T537V
mobile|moto x4 Build/OPWS27.57-40-6,mobile,moto x4 Build/OPWS27.57-40-6
mobile|SC-02H,mobile,SC-02H
desktop|SM-G355M Build/KOT49H,desktop,SM-G355M Build/KOT49H
mobile|SM-A500FU,mobile,SM-A500FU
desktop|Ilium Pad T7X Build/LMY47I,desktop,Ilium Pad T7X Build/LMY47I
mobile|XT1095,mobile,XT1095
desktop|SM-G925I Build/LMY47X,desktop,SM-G925I Build/LMY47X
desktop|SM-J500M Build/LMY48B,desktop,SM-J500M Build/LMY48B
mobile|SAMSUNG SM-A310F Build/NRD90M,mobile,SAMSUNG SM-A310F Build/NRD90M
desktop|GT-N5110 Build/JDQ39,desktop,GT-N5110 Build/JDQ39
mobile|5056N,mobile,5056N
mobile|SAMSUNG-SGH-I497,mobile,SAMSUNG-SGH-I497
desktop|SM-J110M Build/LMY48B,desktop,SM-J110M Build/LMY48B
desktop|Moto E (4) Plus Build/NMA26.42-142,desktop,Moto E (4) Plus Build/NMA26.42-142
mobile|ALCATEL ONE TOUCH 7040A Build/JDQ39,mobile,ALCATEL ONE TOUCH 7040A Build/JDQ39
mobile|ZTE-Z956,mobile,ZTE-Z956
mobile|E5306 Build/27.3.A.0.129,mobile,E5306 Build/27.3.A.0.129
desktop|C6903,desktop,C6903
desktop|SM-J120H Build/LMY47V,desktop,SM-J120H Build/LMY47V
desktop|XT1032 Build/LPBS23.13-56-2,desktop,XT1032 Build/LPBS23.13-56-2
mobile|BLA-L09 Build/HUAWEIBLA-L09,mobile,BLA-L09 Build/HUAWEIBLA-L09
desktop|Blade V6 Build/LRX22G,desktop,Blade V6 Build/LRX22G
desktop|LG-D680 Build/KOT49I,desktop,LG-D680 Build/KOT49I
mobile|ALP-L09 Build/HUAWEIALP-L09S,mobile,ALP-L09 Build/HUAWEIALP-L09S
mobile|MAGNO,mobile,MAGNO
mobile|Alcatel_5056O,mobile,Alcatel_5056O
mobile|LG-SP200,mobile,LG-SP200
desktop|LG-X210 Build/LMY47I,desktop,LG-X210 Build/LMY47I
desktop|SM-G530H Build/LRX22G,desktop,SM-G530H Build/LRX22G
mobile|XT1650 Build/NCLS26.118-23-13-6-5,mobile,XT1650 Build/NCLS26.118-23-13-6-5
desktop|SM-N900W8 Build/LRX21V,desktop,SM-N900W8 Build/LRX21V
mobile|VK815,mobile,VK815
desktop|SM-J320M Build/LMY47V,desktop,SM-J320M Build/LMY47V
mobile|SAMSUNG SM-G950F Build/R16NW,mobile,SAMSUNG SM-G950F Build/R16NW
desktop|Moto G (4) Build/NPJS25.93-14-8.1-4,desktop,Moto G (4) Build/NPJS25.93-14-8.1-4
mobile|SM-C900F,mobile,SM-C900F
desktop|TR10CS1 Build/JDQ39,desktop,TR10CS1 Build/JDQ39
mobile|P5046A,mobile,P5046A
desktop|ZTE,desktop,ZTE
mobile|rv:59.0,mobile,rv:59.0
desktop|SAMSUNG SM-G900M Build/LRX21T,desktop,SAMSUNG SM-G900M Build/LRX21T
desktop|Tmovi Build/Vision,desktop,Tmovi Build/Vision
desktop|Blade V580 Build/LMY47D,desktop,Blade V580 Build/LMY47D
desktop|HUAWEI GRA-L09 Build/HUAWEIGRA-L09,desktop,HUAWEI GRA-L09 Build/HUAWEIGRA-L09
mobile|STK_Sync_5e,mobile,STK_Sync_5e
desktop|SM-A500M Build/LRX22G,desktop,SM-A500M Build/LRX22G
desktop|LG-X220 Build/LMY47I,desktop,LG-X220 Build/LMY47I
mobile|Ilium Pad T7X Build/LMY47I,mobile,Ilium Pad T7X Build/LMY47I
mobile|VS996 Build/OPR1.170623.026,mobile,VS996 Build/OPR1.170623.026
desktop|MI,desktop,MI
desktop|ILIUM,desktop,ILIUM
mobile|SM-G955U Build/R16NW,mobile,SM-G955U Build/R16NW
desktop|HUAWEI RIO-L03 Build/HUAWEIRIO-L03,desktop,HUAWEI RIO-L03 Build/HUAWEIRIO-L03
desktop|SM-T113NU Build/KTU84P,desktop,SM-T113NU Build/KTU84P
mobile|WAS-TL10 Build/HUAWEIWAS-TL10,mobile,WAS-TL10 Build/HUAWEIWAS-TL10
mobile|G25524K,mobile,G25524K
desktop|SGP511,desktop,SGP511
desktop|HUAWEI TAG-L13 Build/HUAWEITAG-L13,desktop,HUAWEI TAG-L13 Build/HUAWEITAG-L13
mobile|SAMSUNG-SM-J120A,mobile,SAMSUNG-SM-J120A
desktop|ALCATEL ONE TOUCH 7040A Build/JDQ39,desktop,ALCATEL ONE TOUCH 7040A Build/JDQ39
mobile|SOV33 Build/35.0.D.2.25,mobile,SOV33 Build/35.0.D.2.25
desktop|Z813 Build/LMY47O,desktop,Z813 Build/LMY47O
desktop|GT-I9060M Build/KTU84P,desktop,GT-I9060M Build/KTU84P
mobile|G3223,mobile,G3223
desktop|SM-A310M Build/LMY47X,desktop,SM-A310M Build/LMY47X
desktop|M4 SS4456 Build/LMY47V,desktop,M4 SS4456 Build/LMY47V
desktop|SM-G318ML,desktop,SM-G318ML
mobile|SM-G730W8 Build/KOT49H,mobile,SM-G730W8 Build/KOT49H
desktop|Moto G (4) Build/NPJ25.93-14,desktop,Moto G (4) Build/NPJ25.93-14
desktop|SM-G386T,desktop,SM-G386T
mobile|4034E,mobile,4034E
mobile|MYA-L11,mobile,MYA-L11
desktop|SM-E500M Build/KTU84P,desktop,SM-E500M Build/KTU84P
desktop|LG-H320 Build/LRX21Y,desktop,LG-H320 Build/LRX21Y
mobile|SM-A520W,mobile,SM-A520W
desktop|SM-E500M,desktop,SM-E500M
desktop|Moto G (5) Build/NPP25.137-15,desktop,Moto G (5) Build/NPP25.137-15
mobile|RCT6K03W13,mobile,RCT6K03W13
desktop|D5306,desktop,D5306
desktop|ALE-L21 Build/HuaweiALE-L21,desktop,ALE-L21 Build/HuaweiALE-L21
desktop|NX521J,desktop,NX521J
mobile|rv:14.0,mobile,rv:14.0
mobile|SAMSUNG-SM-G925A Build/MMB29K,mobile,SAMSUNG-SM-G925A Build/MMB29K
mobile|A5002,mobile,A5002
mobile|Pixel 2 XL Build/OPM1.171019.021,mobile,Pixel 2 XL Build/OPM1.171019.021
mobile|SM-T210,mobile,SM-T210
mobile|NYX_A1,mobile,NYX_A1
mobile|F3311,mobile,F3311
mobile|Pixel 2 Build/OPM1.171019.021,mobile,Pixel 2 Build/OPM1.171019.021
mobile|MI MAX 2 Build/NMF26F,mobile,MI MAX 2 Build/NMF26F
mobile|SPH-L720T,mobile,SPH-L720T
mobile|XT1021,mobile,XT1021
mobile|Nexus 6 Build/MOB30M,mobile,Nexus 6 Build/MOB30M
desktop|LG-H542 Build/LRX22G,desktop,LG-H542 Build/LRX22G
mobile|SM-N920T,mobile,SM-N920T
mobile|B1-790,mobile,B1-790
mobile|G527-U081,mobile,G527-U081
desktop|Y635-L03 Build/HuaweiY635-L03,desktop,Y635-L03 Build/HuaweiY635-L03
mobile|LG-D681,mobile,LG-D681
mobile|SAMSUNG SM-G570M Build/NRD90M,mobile,SAMSUNG SM-G570M Build/NRD90M
mobile|Helix,mobile,Helix
mobile|XT890 Build/9.8.2I-50_SML-25,mobile,XT890 Build/9.8.2I-50_SML-25
desktop|SAMSUNG SM-A300H Build/LRX22G,desktop,SAMSUNG SM-A300H Build/LRX22G
mobile|SAMSUNG SM-G9600 Build/R16NW,mobile,SAMSUNG SM-G9600 Build/R16NW
mobile|SM-G925T Build/LMY47X,mobile,SM-G925T Build/LMY47X
mobile|SM-G900M Build/KOT49H,mobile,SM-G900M Build/KOT49H
mobile|Pixel XL Build/OPM1.171019.021,mobile,Pixel XL Build/OPM1.171019.021
desktop|Moto G (5) Plus Build/NPN25.137-15,desktop,Moto G (5) Plus Build/NPN25.137-15
